,target
1322,13.876826778629106
1323,13.64356627401187
1324,22.053259105885584
1325,18.478082236916066
1326,12.192453259522985
1327,33.47738292329742
1328,11.851337901637136
1329,12.097022042596695
1330,105.70706469561435
1331,16.95341286477571
1332,11.060770864921764
1333,11.615460998862034
1334,12.10501278461897
1335,44.67445015080072
1336,12.113377786468774
1337,28.428338493145162
1338,18.783944533450132
1339,27.102530538759318
1340,111.81967557352155
1341,62.839773169655885
1342,33.297891643349544
1343,15.809571652338178
1344,12.908032428285349
1345,12.991250549500258
1346,55.06753643919835
1347,109.05591197280799
1348,13.570081371872362
1349,29.965646474390994
1350,28.7402674869045
1351,17.765455539409366
1352,22.485425558204625
1353,29.540560743033453
1354,11.197368989875944
1355,13.502551320614678
1356,15.662317291754256
1357,33.22307705615893
1358,12.52582674776722
1359,44.97494228429836
1360,34.17901756209125
1361,27.685744227561724
1362,13.000763872297435
